PolicyKey,PolicyNumber,OrgKey,PlanKey,AgentKey,AdjustmentDate,DateOfCommencement,ModeOfPayment,ChequeEncashmentDetails,PolicyStatus,PremiumInstallmentAmount,FUPDate,Gaps,SumAssured,Budget,PolicyVintageBucket,HasMobile,HasEmail,HasNEFT,HasPAN
503,POL0000503,19,2,61,2023-12-13,2023-12-13,Half-yearly,NA,Inforce,5792.19,2024-05-06,1,162206.18,40037.87,>=2 years and <3 years,1,1,0,0
504,POL0000504,32,11,34,2026-03-25,2026-04-01,Single,NA,Inforce,2128.92,2027-02-19,4,355481.58,70495.19,Less than 1 year,1,1,0,1
505,POL0000505,25,6,24,2024-09-29,2024-10-08,Monthly,NA,Inforce,2482.02,2025-08-11,0,2090412.47,23967.89,>=1 year and <2 years,1,0,1,1
506,POL0000506,15,5,73,2025-01-04,2025-01-06,Single,Honoured,Inforce,3400.25,2025-09-15,4,198439.18,98925.87,>=1 year and <2 years,1,0,1,0
507,POL0000507,6,11,45,2023-06-19,2023-07-08,Half-yearly,NA,Inforce,2590.23,2024-05-19,1,1163043.4,19426.63,>=2 years and <3 years,1,1,0,1
508,POL0000508,15,9,8,2023-11-21,2023-11-26,Half-yearly,Honoured,Inforce,1397.1,2023-12-30,2,100017.18,32503.49,>=2 years and <3 years,0,1,0,1
509,POL0000509,35,11,61,2026-01-18,2026-02-13,Quarterly,NA,Inforce,1140.76,2026-11-11,0,171220.09,211333.46,Less than 1 year,1,1,1,1
510,POL0000510,26,12,5,2024-11-23,2024-12-01,Quarterly,Honoured,Inforce,2258.46,2025-06-08,3,164816.28,54281.71,>=1 year and <2 years,1,0,0,0
511,POL0000511,40,3,16,2024-10-05,2024-10-08,Yearly,NA,Lapsed,1326.5,2025-04-16,1,268668.08,53488.0,>=1 year and <2 years,1,1,1,1
512,POL0000512,11,4,25,2026-02-12,2026-02-13,Monthly,NA,Cheque Dishonor,5901.33,2026-04-06,4,378376.27,251346.28,Less than 1 year,1,1,1,1
513,POL0000513,28,4,19,2024-04-16,2024-04-24,Half-yearly,NA,Lapsed,1287.04,2025-01-11,5,699279.34,63887.46,>=1 year and <2 years,1,0,0,1
514,POL0000514,5,2,50,2025-04-13,2025-04-16,Quarterly,NA,Lapsed,2083.41,2026-02-05,5,334657.52,23923.37,Less than 1 year,1,1,0,0
515,POL0000515,34,8,2,2024-06-19,2024-07-03,Half-yearly,NA,Inforce,6622.3,2024-12-27,3,434280.66,101938.74,>=1 year and <2 years,1,0,1,1
516,POL0000516,27,2,54,2024-08-03,2024-08-12,Monthly,NA,Inforce,3026.41,2025-06-25,1,447980.25,55607.39,>=1 year and <2 years,1,1,1,0
517,POL0000517,7,2,73,2025-05-22,2025-06-20,Half-yearly,Honoured,Lapsed,3266.92,2025-11-11,4,1116006.34,66172.09,Less than 1 year,1,0,0,1
518,POL0000518,23,7,34,2025-06-05,2025-06-12,Monthly,NA,Inforce,1877.64,2026-04-04,5,226174.18,102830.66,Less than 1 year,1,1,1,0
519,POL0000519,3,3,36,2024-09-04,2024-10-04,Monthly,NA,Inforce,6154.92,2025-07-17,2,207899.72,107306.31,>=1 year and <2 years,1,1,1,1
520,POL0000520,26,1,51,2024-08-26,2024-09-19,Yearly,NA,Inforce,3937.56,2025-01-15,3,224989.36,67309.38,>=1 year and <2 years,1,1,0,1
521,POL0000521,31,5,48,2024-04-13,2024-04-17,Single,Honoured,Inforce,3492.89,2024-07-18,3,349147.64,19296.71,>=1 year and <2 years,1,1,0,1
522,POL0000522,18,8,13,2023-06-04,2023-06-22,Yearly,NA,Inforce,1939.99,2023-09-14,1,193084.7,222523.0,>=2 years and <3 years,1,0,0,1
523,POL0000523,29,6,35,2023-10-21,2023-10-22,Half-yearly,NA,Inforce,2437.91,2024-02-27,3,590330.57,261798.42,>=2 years and <3 years,1,1,1,1
524,POL0000524,29,4,53,2024-10-25,2024-11-07,Half-yearly,Honoured,Lapsed,869.66,2025-04-18,5,146441.55,17322.6,>=1 year and <2 years,1,1,1,0
525,POL0000525,4,9,21,2023-11-18,2023-12-04,Single,Honoured,Inforce,1738.5,2024-08-02,5,183634.69,110482.17,>=2 years and <3 years,1,1,0,1
526,POL0000526,34,10,4,2023-09-24,2023-10-07,Monthly,Honoured,Inforce,2768.5,2024-05-04,3,140904.19,122086.27,>=2 years and <3 years,1,1,1,1
527,POL0000527,4,4,5,2023-04-19,2023-05-02,Quarterly,Honoured,Inforce,2608.01,2024-02-21,0,140869.71,11606.12,>=2 years and <3 years,1,1,1,0
528,POL0000528,18,6,60,2026-01-03,2026-01-31,Quarterly,NA,Inforce,5467.87,2026-07-13,5,1320907.73,24623.99,Less than 1 year,1,1,0,1
529,POL0000529,2,4,48,2025-09-07,2025-09-07,Quarterly,NA,Cooling Off,2949.32,2026-08-15,5,407250.52,102621.21,Less than 1 year,1,1,0,0
530,POL0000530,31,10,71,2024-12-09,2024-12-22,Monthly,NA,Lapsed,1721.94,2025-06-15,0,170138.92,15755.51,>=1 year and <2 years,1,1,1,1
531,POL0000531,6,5,4,2024-06-17,2024-07-04,Monthly,NA,Inforce,2931.4,2024-10-11,4,272315.07,69194.68,>=1 year and <2 years,1,1,1,1
532,POL0000532,14,4,29,2026-03-27,2026-04-12,Half-yearly,NA,Inforce,1863.36,2026-09-09,4,371842.24,96044.79,Less than 1 year,1,1,1,1
533,POL0000533,2,11,2,2026-02-27,2026-03-11,Quarterly,NA,Inforce,3228.96,2026-12-29,5,728743.51,22588.57,Less than 1 year,1,1,1,0
534,POL0000534,1,4,33,2025-11-23,2025-11-25,Quarterly,Honoured,Inforce,2743.31,2026-09-26,0,145271.34,47763.47,Less than 1 year,1,1,1,1
535,POL0000535,42,5,55,2023-04-07,2023-04-16,Yearly,Honoured,Inforce,3038.01,2023-06-24,3,264788.57,38452.61,>=2 years and <3 years,1,0,0,1
536,POL0000536,14,8,39,2025-10-29,2025-10-31,Half-yearly,Honoured,Inforce,4289.57,2026-05-23,2,288755.06,39189.8,Less than 1 year,1,1,0,1
537,POL0000537,7,1,66,2026-01-17,2026-02-10,Yearly,Dishonoured,Inforce,3928.34,2027-01-11,0,129444.39,10364.19,Less than 1 year,1,1,1,1
538,POL0000538,36,11,77,2024-10-21,2024-11-11,Quarterly,NA,Inforce,1734.95,2025-08-06,3,594244.12,20568.1,>=1 year and <2 years,1,1,1,1
539,POL0000539,5,6,36,2026-01-06,2026-01-24,Quarterly,Honoured,Inforce,5153.6,2026-06-22,2,135968.86,129774.88,Less than 1 year,1,1,1,0
540,POL0000540,42,5,25,2024-03-18,2024-03-24,Monthly,Honoured,Lapsed,2038.04,2024-09-28,2,248182.26,95157.01,>=2 years and <3 years,1,1,1,0
541,POL0000541,39,7,41,2025-05-19,2025-06-12,Half-yearly,Honoured,Inforce,5220.88,2026-02-09,1,385412.8,53154.14,Less than 1 year,1,1,0,1
542,POL0000542,19,5,54,2023-12-29,2024-01-19,Monthly,Honoured,Inforce,887.73,2024-11-12,0,539274.84,45852.55,>=2 years and <3 years,0,1,0,0
543,POL0000543,37,4,44,2023-08-09,2023-08-29,Half-yearly,NA,Inforce,1911.36,2023-11-01,2,306124.76,81486.04,>=2 years and <3 years,0,1,1,1
544,POL0000544,31,11,46,2025-03-17,2025-04-01,Quarterly,Honoured,Inforce,1739.35,2025-08-30,1,284615.69,53116.41,Less than 1 year,1,1,0,1
545,POL0000545,36,3,38,2025-07-31,2025-08-11,Single,NA,Inforce,7727.74,2026-08-06,3,477364.61,14465.0,Less than 1 year,1,1,0,1
546,POL0000546,36,3,43,2024-11-26,2024-12-20,Half-yearly,NA,Inforce,1692.22,2025-06-27,4,246495.16,158774.29,>=1 year and <2 years,1,1,1,0
547,POL0000547,20,7,43,2025-02-12,2025-02-19,Monthly,NA,Inforce,948.95,2025-08-13,5,59860.14,20002.02,>=1 year and <2 years,1,1,1,1
548,POL0000548,8,8,7,2024-12-14,2024-12-21,Yearly,NA,Lapsed,1262.13,2025-05-15,0,600837.13,112635.13,>=1 year and <2 years,1,1,0,1
549,POL0000549,5,8,25,2023-10-02,2023-10-11,Quarterly,Honoured,Inforce,8487.27,2024-09-13,3,248648.69,148799.09,>=2 years and <3 years,1,0,0,0
550,POL0000550,20,7,7,2025-07-17,2025-07-23,Yearly,NA,Cheque Dishonor,3573.2,2026-05-17,0,450556.16,22843.96,Less than 1 year,1,1,0,1
551,POL0000551,22,7,73,2024-08-08,2024-08-08,Yearly,Dishonoured,Inforce,1226.02,2024-12-05,4,101732.39,16994.91,>=1 year and <2 years,1,1,1,1
552,POL0000552,12,2,63,2024-12-08,2024-12-27,Monthly,Dishonoured,Inforce,1292.96,2025-07-19,3,372927.25,28404.14,>=1 year and <2 years,1,1,0,0
553,POL0000553,4,1,58,2025-10-05,2025-10-26,Monthly,Honoured,Inforce,2255.06,2026-02-01,1,469317.04,13349.85,Less than 1 year,1,1,1,1
554,POL0000554,11,8,12,2025-08-04,2025-08-19,Monthly,NA,Inforce,5308.91,2026-08-06,2,210027.57,7675.29,Less than 1 year,0,1,0,1
555,POL0000555,28,8,50,2025-08-09,2025-08-22,Single,NA,Inforce,4004.13,2026-05-24,3,199016.29,45909.08,Less than 1 year,1,1,1,1
556,POL0000556,1,6,68,2023-12-15,2023-12-21,Monthly,NA,Inforce,2658.27,2024-10-03,1,287927.35,64399.69,>=2 years and <3 years,1,1,1,1
557,POL0000557,16,4,45,2024-07-03,2024-07-10,Monthly,NA,Inforce,1069.5,2025-02-26,1,780995.84,66862.7,>=1 year and <2 years,0,1,1,1
558,POL0000558,20,3,9,2025-07-21,2025-07-24,Half-yearly,NA,Inforce,3448.96,2026-02-23,1,175768.27,62999.6,Less than 1 year,1,1,1,1
559,POL0000559,34,10,68,2025-12-16,2025-12-25,Monthly,Honoured,Cheque Dishonor,2133.23,2026-04-04,5,263696.53,273818.26,Less than 1 year,1,1,1,1
560,POL0000560,22,8,46,2024-06-24,2024-07-04,Half-yearly,NA,Lapsed,1519.53,2025-06-15,3,69840.63,137388.81,>=1 year and <2 years,1,1,1,0
561,POL0000561,26,1,30,2025-10-06,2025-10-11,Monthly,Dishonoured,Inforce,1679.14,2026-04-04,2,367758.24,32224.44,Less than 1 year,1,0,1,0
562,POL0000562,2,10,65,2025-09-23,2025-10-02,Monthly,NA,Inforce,3065.0,2025-11-06,4,96831.81,121775.74,Less than 1 year,0,1,0,1
563,POL0000563,3,7,33,2025-01-21,2025-02-15,Half-yearly,NA,Inforce,4915.28,2025-06-02,3,479646.01,59636.01,>=1 year and <2 years,1,0,1,1
564,POL0000564,4,11,14,2025-09-15,2025-09-23,Half-yearly,NA,Inforce,2949.61,2026-06-10,5,581484.66,12276.57,Less than 1 year,1,0,1,0
565,POL0000565,27,8,49,2023-10-14,2023-11-01,Monthly,NA,Inforce,2034.68,2024-10-14,0,312178.46,22388.87,>=2 years and <3 years,1,1,1,1
566,POL0000566,14,12,2,2024-12-27,2024-12-28,Monthly,NA,Inforce,962.62,2025-03-09,1,421377.89,24005.07,>=1 year and <2 years,1,1,1,1
567,POL0000567,18,10,78,2024-04-28,2024-05-25,Half-yearly,NA,Lapsed,2499.06,2024-12-17,0,214517.21,21573.73,>=1 year and <2 years,1,1,0,1
568,POL0000568,33,12,80,2025-06-22,2025-07-20,Monthly,NA,Inforce,1965.83,2025-12-05,5,213308.87,4712.76,Less than 1 year,1,1,0,1
569,POL0000569,13,10,26,2026-03-08,2026-03-22,Half-yearly,Honoured,Cooling Off,4090.43,2026-05-25,0,287609.99,124527.95,Less than 1 year,1,1,1,0
570,POL0000570,23,12,53,2024-09-12,2024-10-11,Monthly,NA,Inforce,2508.31,2025-08-28,2,405305.58,9821.85,>=1 year and <2 years,1,1,1,1
571,POL0000571,14,12,62,2025-03-01,2025-03-23,Monthly,NA,Inforce,2495.5,2025-12-15,5,419533.32,57135.39,>=1 year and <2 years,1,1,1,1
572,POL0000572,8,10,64,2026-02-25,2026-03-13,Monthly,NA,Inforce,1978.64,2026-10-14,2,308372.5,19461.5,Less than 1 year,1,0,1,1
573,POL0000573,7,5,30,2024-08-05,2024-09-01,Quarterly,Dishonoured,Inforce,701.05,2025-06-08,3,174546.33,149903.23,>=1 year and <2 years,1,0,0,1
574,POL0000574,4,2,23,2024-01-19,2024-01-29,Yearly,Honoured,Inforce,2559.26,2024-05-08,3,317268.79,107242.16,>=2 years and <3 years,1,1,1,1
575,POL0000575,21,7,15,2026-03-10,2026-03-11,Single,Honoured,Inforce,3828.43,2026-06-01,0,137429.6,25828.26,Less than 1 year,1,0,0,1
576,POL0000576,9,11,22,2024-12-21,2025-01-03,Monthly,Honoured,Cooling Off,2498.25,2025-08-25,0,245077.95,131651.47,>=1 year and <2 years,1,1,1,1
577,POL0000577,18,12,12,2024-07-12,2024-07-26,Monthly,NA,Inforce,4672.55,2025-07-05,0,308903.89,23977.93,>=1 year and <2 years,1,0,0,1
578,POL0000578,26,8,35,2024-03-23,2024-04-04,Half-yearly,NA,Inforce,2171.27,2024-11-19,3,566834.18,220052.64,>=1 year and <2 years,1,1,1,1
579,POL0000579,27,11,22,2023-07-29,2023-08-07,Monthly,NA,Inforce,2770.52,2024-08-02,2,230748.13,46405.39,>=2 years and <3 years,1,1,0,1
580,POL0000580,11,2,54,2025-03-16,2025-03-17,Yearly,NA,Inforce,2625.11,2025-04-29,4,302876.79,50590.89,>=1 year and <2 years,1,1,1,1
581,POL0000581,29,3,79,2026-03-17,2026-04-06,Monthly,NA,Inforce,1763.85,2026-09-17,0,259334.65,3778.64,Less than 1 year,1,1,0,0
582,POL0000582,9,8,63,2023-09-01,2023-09-16,Monthly,NA,Inforce,1583.95,2024-05-23,5,105696.26,216270.74,>=2 years and <3 years,1,0,0,0
583,POL0000583,17,11,41,2025-06-19,2025-06-24,Single,Honoured,Inforce,1695.41,2026-04-05,5,182087.19,7437.27,Less than 1 year,1,1,1,0
584,POL0000584,37,12,73,2025-01-23,2025-02-09,Monthly,Dishonoured,Lapsed,1643.97,2025-08-27,3,124488.45,124800.18,>=1 year and <2 years,0,1,0,1
585,POL0000585,34,9,80,2024-02-02,2024-03-03,Single,NA,Inforce,8603.34,2024-07-17,1,1629920.21,175245.98,>=2 years and <3 years,1,1,1,1
586,POL0000586,23,11,50,2024-04-27,2024-05-16,Monthly,Honoured,Lapsed,15090.03,2025-05-04,1,360307.71,87084.59,>=1 year and <2 years,1,1,1,1
587,POL0000587,40,1,2,2023-08-25,2023-09-06,Quarterly,NA,Inforce,3397.81,2023-11-01,5,473401.18,178282.63,>=2 years and <3 years,1,1,0,1
588,POL0000588,32,3,10,2024-04-13,2024-04-17,Half-yearly,NA,Inforce,2908.68,2025-03-22,3,141910.41,17161.08,>=1 year and <2 years,1,0,0,1
589,POL0000589,18,1,65,2024-08-01,2024-08-05,Monthly,NA,Inforce,1121.58,2024-12-07,4,542376.78,30494.27,>=1 year and <2 years,1,1,1,1
590,POL0000590,16,2,59,2025-01-30,2025-02-25,Monthly,NA,Inforce,4249.51,2026-01-06,1,629105.0,8435.7,>=1 year and <2 years,1,1,1,0
591,POL0000591,32,8,41,2024-06-26,2024-07-19,Monthly,NA,Inforce,2119.34,2025-03-16,3,233780.85,109192.4,>=1 year and <2 years,1,1,1,0
592,POL0000592,7,7,53,2024-06-27,2024-07-16,Single,NA,Inforce,1472.18,2025-05-26,0,166462.58,42307.87,>=1 year and <2 years,0,1,0,0
593,POL0000593,39,10,39,2023-04-26,2023-05-05,Yearly,NA,Inforce,2719.95,2023-11-15,5,249473.58,129166.64,>=2 years and <3 years,1,1,1,0
594,POL0000594,30,6,47,2023-09-24,2023-09-30,Half-yearly,Honoured,Inforce,6069.57,2024-01-05,1,109865.22,77514.78,>=2 years and <3 years,1,1,0,1
595,POL0000595,22,9,80,2023-11-03,2023-11-08,Quarterly,Honoured,Inforce,3368.85,2024-03-14,5,136463.94,45492.34,>=2 years and <3 years,0,1,1,1
596,POL0000596,29,2,13,2024-03-03,2024-03-12,Half-yearly,NA,Inforce,4861.27,2024-08-14,4,481078.93,27577.0,>=2 years and <3 years,1,1,1,1
597,POL0000597,41,5,71,2024-06-02,2024-06-24,Quarterly,Honoured,Inforce,1000.78,2024-09-15,0,135359.84,113234.2,>=1 year and <2 years,1,1,1,1
598,POL0000598,11,8,18,2025-05-05,2025-05-27,Half-yearly,Honoured,Inforce,7233.84,2025-10-16,0,146327.3,67834.28,Less than 1 year,1,1,1,0
599,POL0000599,17,10,26,2023-05-01,2023-05-01,Monthly,Honoured,Inforce,3625.64,2023-07-14,3,162498.95,24130.03,>=2 years and <3 years,0,1,1,1
600,POL0000600,30,4,44,2025-09-02,2025-09-22,Monthly,NA,Lapsed,2074.19,2026-02-22,4,530721.76,20652.02,Less than 1 year,1,0,1,1
601,POL0000601,38,2,58,2024-05-16,2024-06-10,Quarterly,NA,Inforce,3942.1,2024-07-10,4,63978.92,62807.92,>=1 year and <2 years,1,1,1,1
602,POL0000602,32,1,68,2023-06-09,2023-06-09,Half-yearly,NA,Inforce,6639.28,2023-12-28,4,156389.93,80312.44,>=2 years and <3 years,1,1,1,1
603,POL0000603,38,8,66,2023-08-25,2023-08-26,Half-yearly,Honoured,Inforce,4844.14,2024-04-24,0,567000.02,111626.56,>=2 years and <3 years,1,0,0,1
604,POL0000604,12,12,17,2026-01-14,2026-01-30,Monthly,NA,Inforce,744.79,2026-07-03,3,175771.0,17188.14,Less than 1 year,1,0,1,1
605,POL0000605,21,9,50,2023-07-15,2023-07-28,Monthly,NA,Inforce,4531.95,2024-04-04,5,255736.91,49783.19,>=2 years and <3 years,1,1,0,0
606,POL0000606,16,5,51,2025-07-24,2025-08-20,Yearly,Dishonoured,Inforce,1850.24,2026-04-17,2,1397841.1,37355.97,Less than 1 year,1,1,1,0
607,POL0000607,9,3,53,2024-04-22,2024-04-29,Quarterly,Honoured,Inforce,7282.17,2024-09-10,1,383549.68,47132.15,>=1 year and <2 years,1,1,1,0
608,POL0000608,36,6,71,2024-04-07,2024-05-04,Quarterly,NA,Inforce,5749.88,2024-06-13,1,245465.51,122150.26,>=1 year and <2 years,1,1,1,1
609,POL0000609,19,11,45,2025-06-07,2025-06-17,Yearly,NA,Inforce,4972.31,2025-09-23,5,242868.88,21638.62,Less than 1 year,1,1,1,1
610,POL0000610,12,9,70,2023-11-21,2023-12-04,Half-yearly,NA,Inforce,1520.68,2024-01-20,1,492939.44,74123.05,>=2 years and <3 years,1,0,0,1
611,POL0000611,23,9,62,2024-09-01,2024-09-27,Quarterly,Honoured,Inforce,2073.08,2025-08-04,2,104067.75,50223.55,>=1 year and <2 years,1,1,1,1
612,POL0000612,35,5,55,2023-07-10,2023-08-08,Half-yearly,NA,Inforce,3385.79,2023-09-11,3,840098.1,30891.98,>=2 years and <3 years,1,0,0,0
613,POL0000613,10,1,8,2023-08-25,2023-09-08,Monthly,Honoured,Inforce,2140.53,2024-08-29,0,637878.02,16987.28,>=2 years and <3 years,1,0,1,1
614,POL0000614,19,11,33,2024-04-11,2024-05-01,Monthly,NA,Inforce,2652.86,2024-08-26,5,1870091.19,12875.03,>=1 year and <2 years,1,0,1,0
615,POL0000615,14,9,5,2025-11-05,2025-11-09,Monthly,NA,Inforce,1755.46,2026-06-18,5,388518.41,77273.75,Less than 1 year,1,0,1,1
616,POL0000616,36,4,72,2023-07-27,2023-08-26,Monthly,NA,Inforce,1635.01,2023-12-11,5,291943.9,160513.88,>=2 years and <3 years,1,1,0,0
617,POL0000617,19,12,7,2024-08-02,2024-08-31,Yearly,NA,Cooling Off,1617.78,2024-10-23,1,67963.17,157457.35,>=1 year and <2 years,1,0,0,1
618,POL0000618,21,9,7,2025-12-22,2026-01-08,Single,NA,Inforce,2298.47,2026-09-22,5,442617.83,103350.37,Less than 1 year,1,1,1,0
619,POL0000619,29,4,48,2024-08-06,2024-09-03,Half-yearly,NA,Inforce,3321.76,2025-02-24,3,372088.27,19239.2,>=1 year and <2 years,1,0,1,0
620,POL0000620,13,5,58,2025-08-04,2025-08-12,Monthly,NA,Inforce,1816.02,2026-02-05,3,932004.84,103416.19,Less than 1 year,1,1,1,1
621,POL0000621,12,12,66,2024-01-28,2024-02-06,Monthly,NA,Inforce,2145.97,2024-05-01,3,254128.46,30627.84,>=2 years and <3 years,1,1,1,1
622,POL0000622,17,3,21,2023-12-17,2023-12-30,Quarterly,NA,Inforce,1576.43,2024-12-20,2,50576.75,18735.67,>=2 years and <3 years,1,1,0,1
623,POL0000623,10,1,20,2023-10-15,2023-11-01,Yearly,NA,Inforce,2770.31,2024-01-11,4,413920.84,50559.36,>=2 years and <3 years,1,1,1,1
624,POL0000624,41,10,39,2026-03-18,2026-03-31,Quarterly,NA,Inforce,1962.69,2027-03-26,5,938436.86,103846.06,Less than 1 year,1,1,1,0
625,POL0000625,21,9,29,2025-08-15,2025-09-08,Yearly,NA,Inforce,2270.65,2026-06-28,4,431792.29,60781.69,Less than 1 year,1,1,1,0
626,POL0000626,11,7,70,2026-01-30,2026-02-06,Quarterly,NA,Inforce,2762.57,2026-07-04,3,119117.93,22357.64,Less than 1 year,0,1,1,1
627,POL0000627,14,11,43,2025-02-09,2025-03-09,Monthly,NA,Cooling Off,3588.39,2026-03-05,3,284761.84,224814.45,>=1 year and <2 years,1,1,1,1
628,POL0000628,40,9,61,2025-10-19,2025-11-01,Yearly,Honoured,Cheque Dishonor,2273.86,2026-08-12,0,180821.02,42793.37,Less than 1 year,1,1,1,1
629,POL0000629,1,2,45,2024-11-13,2024-12-09,Monthly,Honoured,Inforce,6627.06,2025-03-07,0,429112.47,15186.85,>=1 year and <2 years,1,0,1,1
630,POL0000630,40,4,6,2026-02-11,2026-03-06,Half-yearly,NA,Lapsed,2811.87,2026-05-05,2,227898.78,12238.54,Less than 1 year,1,1,0,1
631,POL0000631,8,7,33,2024-03-15,2024-04-14,Quarterly,NA,Lapsed,1505.05,2024-12-15,0,409026.18,77738.82,>=1 year and <2 years,0,1,1,0
632,POL0000632,24,9,66,2024-03-26,2024-03-27,Monthly,NA,Lapsed,3999.51,2024-12-07,5,135606.35,53049.08,>=2 years and <3 years,1,1,0,1
633,POL0000633,13,6,66,2023-09-14,2023-09-22,Single,NA,Cooling Off,2233.03,2023-12-06,4,377984.49,37047.86,>=2 years and <3 years,0,1,0,0
634,POL0000634,35,9,1,2023-10-01,2023-10-12,Quarterly,NA,Inforce,1173.06,2023-11-21,3,325350.32,61469.05,>=2 years and <3 years,1,1,1,0
635,POL0000635,14,11,55,2024-06-21,2024-07-21,Half-yearly,NA,Inforce,3970.45,2024-11-05,0,275341.88,45585.08,>=1 year and <2 years,1,1,0,1
636,POL0000636,28,11,10,2025-06-27,2025-07-12,Half-yearly,NA,Inforce,908.83,2025-08-16,0,801780.18,71815.97,Less than 1 year,1,0,1,1
637,POL0000637,22,1,12,2026-01-26,2026-02-06,Single,NA,Inforce,754.84,2026-10-10,2,50000.0,116305.7,Less than 1 year,0,1,1,1
638,POL0000638,5,10,30,2024-05-03,2024-05-04,Yearly,NA,Inforce,3550.85,2025-01-13,3,67671.88,93195.61,>=1 year and <2 years,0,0,1,0
639,POL0000639,26,7,41,2024-10-18,2024-10-25,Single,NA,Inforce,961.28,2025-08-23,5,410967.9,13801.75,>=1 year and <2 years,1,0,0,1
640,POL0000640,42,12,80,2023-10-04,2023-10-07,Single,Honoured,Inforce,2048.14,2023-12-10,3,343360.37,70316.9,>=2 years and <3 years,1,1,1,1
641,POL0000641,5,6,65,2025-04-17,2025-05-10,Monthly,Honoured,Inforce,3024.81,2026-01-01,3,178819.22,80047.06,Less than 1 year,1,1,0,1
642,POL0000642,6,5,57,2025-07-29,2025-07-31,Monthly,Honoured,Inforce,1843.04,2026-02-16,4,407523.48,61584.8,Less than 1 year,1,1,1,1
643,POL0000643,11,9,29,2024-10-03,2024-10-24,Monthly,NA,Inforce,1377.24,2025-05-03,4,1022376.18,171740.34,>=1 year and <2 years,1,0,1,1
644,POL0000644,35,5,19,2024-10-17,2024-11-10,Monthly,Honoured,Cooling Off,5921.83,2025-10-02,1,1745270.76,62544.17,>=1 year and <2 years,1,1,0,1
645,POL0000645,42,6,2,2025-11-21,2025-12-05,Quarterly,NA,Inforce,3580.82,2026-04-05,2,135346.06,61326.3,Less than 1 year,1,1,0,0
646,POL0000646,1,10,77,2025-11-12,2025-11-18,Monthly,NA,Inforce,381.8,2026-11-05,4,2344998.54,12864.7,Less than 1 year,1,1,1,0
647,POL0000647,14,12,45,2025-10-06,2025-10-24,Monthly,Honoured,Lapsed,2739.21,2026-04-21,3,304047.23,874717.56,Less than 1 year,1,1,0,1
648,POL0000648,10,3,24,2024-12-23,2025-01-02,Monthly,Honoured,Inforce,1121.89,2025-07-08,4,307856.83,171690.44,>=1 year and <2 years,1,1,1,1
649,POL0000649,12,11,73,2023-06-23,2023-06-28,Yearly,Honoured,Lapsed,858.35,2024-01-27,3,553542.7,138532.83,>=2 years and <3 years,1,1,1,0
650,POL0000650,36,8,71,2025-05-17,2025-06-15,Single,NA,Inforce,1015.78,2025-11-19,0,270406.49,70905.37,Less than 1 year,1,1,0,1
651,POL0000651,13,12,75,2024-03-17,2024-04-02,Quarterly,NA,Inforce,1503.19,2024-10-26,0,388081.58,2326.07,>=1 year and <2 years,1,1,1,0
652,POL0000652,42,4,13,2024-11-10,2024-11-10,Monthly,NA,Inforce,2706.9,2025-08-29,4,1124817.35,45492.01,>=1 year and <2 years,1,1,1,1
653,POL0000653,32,8,43,2025-05-25,2025-06-23,Quarterly,NA,Inforce,11465.94,2026-01-24,3,329372.9,58299.14,Less than 1 year,1,0,0,0
654,POL0000654,37,10,47,2023-12-21,2023-12-30,Half-yearly,Dishonoured,Inforce,1832.37,2024-09-20,0,1235275.3,80997.36,>=2 years and <3 years,1,1,0,0
655,POL0000655,21,4,29,2025-03-04,2025-03-31,Half-yearly,NA,Inforce,1917.03,2025-06-07,5,135520.21,71154.27,Less than 1 year,1,1,1,1
656,POL0000656,24,3,43,2024-12-11,2024-12-23,Yearly,NA,Inforce,1885.67,2025-12-12,5,525637.23,136739.0,>=1 year and <2 years,1,0,1,1
657,POL0000657,20,8,71,2023-10-01,2023-10-02,Monthly,NA,Inforce,1362.98,2024-04-27,2,435709.93,83694.95,>=2 years and <3 years,1,1,1,1
658,POL0000658,18,3,69,2023-11-17,2023-12-06,Monthly,Honoured,Inforce,3252.32,2024-02-02,0,220887.66,15114.49,>=2 years and <3 years,1,1,1,1
659,POL0000659,5,1,65,2026-02-22,2026-03-15,Quarterly,Honoured,Inforce,11396.48,2026-05-09,4,194963.62,18421.97,Less than 1 year,1,1,1,1
660,POL0000660,38,4,5,2024-09-01,2024-10-01,Quarterly,NA,Cheque Dishonor,4358.45,2025-06-16,1,291796.72,13846.04,>=1 year and <2 years,1,1,1,1
661,POL0000661,31,11,20,2024-01-01,2024-01-26,Monthly,NA,Inforce,3880.32,2024-09-21,4,954001.99,83492.77,>=2 years and <3 years,1,0,1,1
662,POL0000662,19,3,60,2024-09-08,2024-09-29,Quarterly,NA,Inforce,1508.95,2025-04-03,5,559743.86,49048.58,>=1 year and <2 years,1,0,0,0
663,POL0000663,1,11,31,2024-10-06,2024-10-20,Half-yearly,Honoured,Inforce,3339.67,2025-05-09,0,80200.47,38601.8,>=1 year and <2 years,1,0,0,0
664,POL0000664,11,9,18,2026-02-23,2026-03-16,Monthly,NA,Lapsed,2780.98,2026-06-11,3,107799.22,135847.03,Less than 1 year,1,0,0,0
665,POL0000665,10,12,62,2024-08-19,2024-09-18,Yearly,NA,Inforce,2011.69,2025-06-21,0,285973.44,101118.12,>=1 year and <2 years,1,1,1,0
