ClaimCaseKey,PolicyKey,OrgKey,PlanKey,AgentKey,ClaimBookedDate,ClaimPaidDate,ClaimPaymentDueDate,ClaimIntimationDate,PaymentType,ClaimType,DeathClaimType,ClaimStatus,ClaimAmountPaid,ClaimAmountPayable,PaidFinYear,IsBooked,IsPayable,IsPaid,IsPaidOnOrBeforeDueDate,IsRepudiated,IsRejected,IsCancelled,IsIntimationCancelled,OutstandingDaysAsOf,OutstandingBucket,IsOutstandingAsOf,ReinvestmentConsentFlag,ReinvestmentAmount,ClaimBookedDateKey,ClaimPaidDateKey,ClaimPaymentDueDateKey,ClaimIntimationDateKey
718,241,39,11,61,2025-10-05,2025-11-01,2025-11-19,2025-09-13,Maturity,Maturity,,Paid,192671.52,195043.64,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251005,20251101.0,20251119,20250913
719,1848,20,2,8,2026-01-01,2026-02-09,2026-02-09,2025-12-17,Maturity,Maturity,,Paid,538979.59,520909.23,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260101,20260209.0,20260209,20251217
720,1232,32,5,44,2025-11-22,,2026-02-05,2025-11-01,EDC,Death,Early,Intimation Cancelled,0.0,395510.05,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251122,,20260205,20251101
721,158,37,10,58,2026-03-04,2026-05-12,2026-06-14,2026-02-28,NEDC,Death,Early,Paid,186744.82,182874.85,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260304,20260512.0,20260614,20260228
722,1589,29,4,56,2026-01-08,,2026-02-03,2026-01-07,SB,SB,,Pending,0.0,116000.14,,1,1,0,0,0,0,0,0,52,>1 Month,1,0,0.0,20260108,,20260203,20260107
723,362,10,12,55,2026-02-13,2026-04-20,2026-03-24,2026-01-25,SB,SB,,Paid,22886.32,22567.38,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260213,20260420.0,20260324,20260125
724,375,28,8,30,2026-02-11,,2026-05-22,2026-01-28,NEDC,Death,Early,Pending,0.0,364137.14,,1,1,0,0,0,0,0,0,-56,<1 Month,1,0,0.0,20260211,,20260522,20260128
725,1656,7,7,56,2026-01-01,,2026-02-16,2025-12-10,Maturity,Maturity,,Cancelled,0.0,140092.92,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260101,,20260216,20251210
726,208,29,1,46,2026-01-09,2026-03-02,2026-04-10,2025-12-16,EDC,Death,Early,Paid,1019041.03,987433.0,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260109,20260302.0,20260410,20251216
727,751,23,8,70,2026-03-26,2026-04-29,2026-05-14,2026-03-03,SB,SB,,Paid,21036.0,20710.37,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260326,20260429.0,20260514,20260303
728,1451,17,7,57,2025-12-15,,2026-02-05,2025-12-03,Maturity,Maturity,,Pending,0.0,201696.99,,1,1,0,0,0,0,0,0,50,>1 Month,1,0,0.0,20251215,,20260205,20251203
729,1301,1,11,23,2026-03-27,2026-04-25,2026-04-17,2026-03-21,Maturity,Maturity,,Paid,70370.07,70814.34,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260327,20260425.0,20260417,20260321
730,69,19,8,63,2025-12-20,2026-01-21,2026-02-18,2025-12-16,NEDC,Death,Early,Paid,1707746.81,1673040.33,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251220,20260121.0,20260218,20251216
731,539,5,6,36,2025-12-22,,2026-02-08,2025-12-22,SB,SB,,Pending,0.0,35251.15,,1,1,0,0,0,0,0,0,47,>1 Month,1,0,0.0,20251222,,20260208,20251222
732,973,35,4,1,2025-10-03,,2025-11-29,2025-10-01,Maturity,Maturity,,Cancelled,0.0,428057.31,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251003,,20251129,20251001
733,1794,33,8,51,2025-12-18,2026-02-03,2026-02-27,2025-12-05,EDC,Death,Early,Paid,428574.06,437701.9,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251218,20260203.0,20260227,20251205
734,383,8,3,48,2025-11-04,,2025-12-17,2025-11-03,IPP,Maturity,,Pending,0.0,342974.02,,1,1,0,0,0,0,0,0,100,>1 Month,1,1,258016.03,20251104,,20251217,20251103
735,1119,27,5,3,2026-01-17,2026-02-25,2026-03-16,2026-01-12,Maturity,Maturity,,Paid,628445.07,615084.97,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260117,20260225.0,20260316,20260112
736,137,40,10,72,2026-01-26,,2026-03-09,2026-01-25,SB,SB,,Pending,0.0,63899.58,,1,1,0,0,0,0,0,0,18,<1 Month,1,0,0.0,20260126,,20260309,20260125
737,1193,17,3,31,2026-01-08,2026-02-09,2026-03-02,2025-12-18,Maturity,Maturity,,Paid,263891.54,267057.03,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260108,20260209.0,20260302,20251218
738,302,4,4,6,2026-02-16,2026-04-24,2026-04-09,2026-01-24,NEDC,Death,Early,Paid,1618542.74,1596296.52,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260216,20260424.0,20260409,20260124
739,1045,30,6,20,2025-10-30,2025-12-18,2025-11-20,2025-10-19,SB,SB,,Paid,218785.98,224162.56,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251030,20251218.0,20251120,20251019
740,1364,13,6,26,2025-12-26,,2026-03-05,2025-12-15,EDC,Death,Non-Early,Rejected,0.0,314061.17,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20251226,,20260305,20251215
741,281,29,5,43,2026-03-30,,2026-05-28,2026-03-17,EDC,Death,Non-Early,Pending,0.0,521274.33,,1,1,0,0,0,0,0,0,-62,<1 Month,1,0,0.0,20260330,,20260528,20260317
742,387,13,7,72,2025-10-13,2025-11-22,2025-11-20,2025-09-28,Maturity,Maturity,,Paid,107575.64,105870.34,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251013,20251122.0,20251120,20250928
743,439,3,8,47,2025-12-17,2026-01-28,2026-01-19,2025-12-03,NEDC,Death,Early,Paid,1701183.12,1650651.27,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251217,20260128.0,20260119,20251203
744,261,15,5,37,2025-12-28,2026-01-06,2026-01-31,2025-12-14,SB,SB,,Paid,55960.49,54048.68,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251228,20260106.0,20260131,20251214
745,1558,10,4,16,2025-12-29,2026-01-24,2026-02-20,2025-12-18,EDC,Death,Early,Paid,1117590.28,1136804.85,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251229,20260124.0,20260220,20251218
746,1543,13,2,68,2025-12-02,,2025-12-29,2025-12-01,IPP,Maturity,,Cancelled,0.0,251714.9,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251202,,20251229,20251201
747,1696,41,10,14,2025-12-06,2026-01-10,2026-03-03,2025-11-20,EDC,Death,Non-Early,Paid,750163.85,768303.16,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251206,20260110.0,20260303,20251120
748,657,20,8,71,2026-03-11,2026-04-15,2026-05-06,2026-02-26,SB,SB,,Paid,96331.66,93564.72,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260311,20260415.0,20260506,20260226
749,1376,37,7,49,2026-01-17,2026-02-15,2026-03-02,2026-01-15,SB,SB,,Paid,72419.88,71551.76,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260117,20260215.0,20260302,20260115
750,922,41,1,19,2025-11-04,,2025-11-26,2025-10-31,Maturity,Maturity,,Pending,0.0,497651.9,,1,1,0,0,0,0,0,0,121,>1 Month,1,0,0.0,20251104,,20251126,20251031
751,261,15,5,37,2026-03-12,,2026-04-27,2026-02-27,Maturity,Maturity,,Cancelled,0.0,258382.12,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260312,,20260427,20260227
752,1044,20,2,4,2026-01-24,2026-03-17,2026-02-27,2026-01-03,SB,SB,,Paid,235332.25,228638.83,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260124,20260317.0,20260227,20260103
753,1548,27,12,43,2025-10-26,2026-01-02,2025-12-01,2025-10-15,Maturity,Maturity,,Paid,179252.72,182539.5,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251026,20260102.0,20251201,20251015
754,1068,9,6,21,2026-03-28,,2026-05-09,2026-03-26,EDC,Death,Non-Early,Pending,0.0,834021.17,,1,1,0,0,0,0,0,0,-43,<1 Month,1,0,0.0,20260328,,20260509,20260326
755,855,34,3,60,2025-10-02,,2025-11-29,2025-09-21,EDC,Death,Early,Pending,0.0,323775.45,,1,1,0,0,0,0,0,0,118,>1 Month,1,0,0.0,20251002,,20251129,20250921
756,82,27,11,20,2025-12-20,2025-12-20,2026-02-16,2025-12-20,Maturity,Maturity,,Paid,149282.42,151976.95,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251220,20251220.0,20260216,20251220
757,952,35,4,49,2025-11-21,2025-11-30,2025-12-28,2025-11-07,IPP,Maturity,,Paid,160504.01,161321.26,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251121,20251130.0,20251228,20251107
758,1097,26,7,76,2025-12-23,,2026-01-16,2025-12-18,Maturity,Maturity,,Cancelled,0.0,237591.15,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251223,,20260116,20251218
759,1752,18,8,27,2025-12-01,2025-12-01,2026-01-29,2025-11-10,SB,SB,,Paid,140322.32,139692.78,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251201,20251201.0,20260129,20251110
760,791,15,9,50,2025-11-25,,2026-01-16,2025-11-19,SB,SB,,Pending,0.0,32621.87,,1,1,0,0,0,0,0,0,70,>1 Month,1,0,0.0,20251125,,20260116,20251119
761,1208,17,6,24,2026-03-17,,2026-04-07,2026-03-15,Maturity,Maturity,,Cancelled,0.0,182567.18,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260317,,20260407,20260315
762,1240,33,3,11,2026-02-28,2026-03-29,2026-04-26,2026-02-12,Maturity,Maturity,,Paid,537329.25,534771.41,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260228,20260329.0,20260426,20260212
763,187,42,6,19,2026-03-09,,2026-04-05,2026-02-16,Maturity,Maturity,,Intimation Cancelled,0.0,515345.96,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260309,,20260405,20260216
764,1092,19,9,6,2025-11-15,2025-12-22,2025-12-10,2025-11-11,Maturity,Maturity,,Paid,147563.37,150379.42,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251115,20251222.0,20251210,20251111
765,516,27,2,54,2026-02-18,,2026-03-24,2026-02-05,IPP,Maturity,,Pending,0.0,429731.29,,1,1,0,0,0,0,0,0,3,<1 Month,1,1,329012.9,20260218,,20260324,20260205
766,1218,22,1,14,2026-03-17,,2026-04-08,2026-03-17,IPP,Maturity,,Cancelled,0.0,209426.76,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260317,,20260408,20260317
767,664,11,9,18,2026-02-26,2026-03-31,2026-03-27,2026-02-06,SB,SB,,Paid,28623.3,28520.73,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260226,20260331.0,20260327,20260206
768,714,17,4,37,2025-11-18,2025-12-13,2025-12-21,2025-11-13,SB,SB,,Paid,172282.48,166806.32,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251118,20251213.0,20251221,20251113
769,687,34,7,30,2025-12-23,2026-01-13,2026-02-05,2025-12-16,Maturity,Maturity,,Paid,81065.14,78743.2,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251223,20260113.0,20260205,20251216
770,541,39,7,41,2026-03-30,,2026-05-14,2026-03-07,Maturity,Maturity,,Pending,0.0,186602.36,,1,1,0,0,0,0,0,0,-48,<1 Month,1,0,0.0,20260330,,20260514,20260307
771,386,29,10,7,2026-03-30,,2026-05-02,2026-03-08,SB,SB,,Pending,0.0,221609.04,,1,1,0,0,0,0,0,0,-36,<1 Month,1,0,0.0,20260330,,20260502,20260308
772,286,36,8,69,2026-01-04,,2026-01-20,2025-12-16,SB,SB,,Pending,0.0,229320.12,,1,1,0,0,0,0,0,0,66,>1 Month,1,0,0.0,20260104,,20260120,20251216
773,390,30,10,64,2025-10-19,2025-11-12,2025-11-08,2025-09-26,Maturity,Maturity,,Paid,147928.41,144246.93,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251019,20251112.0,20251108,20250926
774,1112,31,9,21,2025-12-14,2026-01-19,2026-02-08,2025-12-11,Maturity,Maturity,,Paid,253484.55,249969.31,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251214,20260119.0,20260208,20251211
775,948,34,1,44,2026-01-26,2026-03-01,2026-03-24,2026-01-03,Maturity,Maturity,,Paid,274284.22,269959.65,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260126,20260301.0,20260324,20260103
776,1481,3,10,41,2026-03-16,2026-04-19,2026-05-10,2026-03-10,SB,SB,,Paid,192015.28,187015.25,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260316,20260419.0,20260510,20260310
777,422,16,8,50,2025-12-04,2026-01-08,2026-01-06,2025-11-11,Maturity,Maturity,,Paid,259180.6,259613.97,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251204,20260108.0,20260106,20251111
778,691,42,4,41,2025-12-08,2026-01-06,2026-02-01,2025-11-20,NEDC,Death,Non-Early,Paid,3267046.91,3143101.8,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251208,20260106.0,20260201,20251120
779,992,11,1,63,2025-12-19,2026-02-08,2026-02-12,2025-12-09,IPP,Maturity,,Paid,192251.04,198188.97,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251219,20260208.0,20260212,20251209
780,300,18,4,15,2025-12-07,2026-01-17,2026-03-06,2025-12-04,EDC,Death,Non-Early,Paid,446622.58,446090.34,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251207,20260117.0,20260306,20251204
781,772,38,12,61,2026-01-23,,2026-02-15,2026-01-04,SB,SB,,Intimation Cancelled,0.0,27803.63,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260123,,20260215,20260104
782,7,29,5,32,2025-11-25,2026-01-11,2026-01-30,2025-11-09,NEDC,Death,Non-Early,Paid,471473.92,467727.96,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251125,20260111.0,20260130,20251109
783,1128,33,8,71,2025-12-24,2026-02-01,2026-02-01,2025-12-05,Maturity,Maturity,,Paid,304731.89,296316.08,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251224,20260201.0,20260201,20251205
784,1163,11,1,52,2026-02-28,2026-04-08,2026-03-21,2026-02-24,IPP,Maturity,,Paid,122786.31,120236.97,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260228,20260408.0,20260321,20260224
785,876,7,10,68,2026-02-11,2026-04-13,2026-03-19,2026-02-08,Maturity,Maturity,,Paid,360287.42,358540.89,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260211,20260413.0,20260319,20260208
786,222,31,9,53,2026-01-07,2026-01-29,2026-02-06,2025-12-22,Maturity,Maturity,,Paid,372534.54,363653.71,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260107,20260129.0,20260206,20251222
787,245,9,2,51,2026-01-15,,2026-04-02,2026-01-03,EDC,Death,Non-Early,Pending,0.0,1581360.54,,1,1,0,0,0,0,0,0,-6,<1 Month,1,0,0.0,20260115,,20260402,20260103
788,112,18,1,48,2026-03-28,2026-04-30,2026-05-12,2026-03-14,EDC,Death,Non-Early,Paid,131548.83,130411.15,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260328,20260430.0,20260512,20260314
789,1097,26,7,76,2025-11-03,2025-12-20,2026-02-17,2025-10-24,EDC,Death,Non-Early,Paid,1113726.45,1147508.82,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251103,20251220.0,20260217,20251024
790,1826,31,5,4,2026-02-05,2026-02-23,2026-03-12,2026-02-01,Maturity,Maturity,,Paid,174263.34,171419.03,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260205,20260223.0,20260312,20260201
791,229,40,12,78,2025-11-24,2026-01-24,2026-01-01,2025-11-14,NEDC,Death,Non-Early,Paid,1584881.05,1567182.82,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251124,20260124.0,20260101,20251114
792,473,15,1,36,2026-03-16,,2026-06-12,2026-02-20,NEDC,Death,Non-Early,Rejected,0.0,951972.79,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20260316,,20260612,20260220
793,311,42,2,58,2026-02-22,2026-04-03,2026-04-11,2026-02-04,NEDC,Death,Early,Paid,1063487.89,1078653.14,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260222,20260403.0,20260411,20260204
794,1980,12,3,11,2025-11-23,2025-12-20,2026-01-17,2025-11-02,SB,SB,,Paid,46192.14,46199.31,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251123,20251220.0,20260117,20251102
795,1263,41,7,57,2025-11-05,,2025-12-30,2025-10-16,EDC,Death,Early,Pending,0.0,739225.14,,1,1,0,0,0,0,0,0,87,>1 Month,1,0,0.0,20251105,,20251230,20251016
796,1258,37,11,18,2025-12-29,2026-02-17,2026-02-24,2025-12-27,SB,SB,,Paid,98773.91,99266.41,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251229,20260217.0,20260224,20251227
797,996,6,11,39,2025-11-18,2025-12-26,2026-02-28,2025-11-01,EDC,Death,Non-Early,Paid,132088.39,133241.8,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251118,20251226.0,20260228,20251101
798,942,19,3,5,2025-12-05,,2026-01-24,2025-12-05,Maturity,Maturity,,Cancelled,0.0,173729.36,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251205,,20260124,20251205
799,573,7,5,30,2025-12-03,2026-01-22,2026-02-06,2025-11-14,EDC,Death,Non-Early,Paid,548085.6,558876.53,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251203,20260122.0,20260206,20251114
800,1764,10,7,29,2026-02-06,2026-02-06,2026-03-25,2026-01-25,Maturity,Maturity,,Paid,84084.68,82291.87,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260206,20260206.0,20260325,20260125
801,438,8,4,66,2026-03-31,,2026-07-12,2026-03-23,EDC,Death,Non-Early,Pending,0.0,867411.64,,1,1,0,0,0,0,0,0,-107,<1 Month,1,0,0.0,20260331,,20260712,20260323
802,907,39,10,58,2026-01-07,2026-02-14,2026-03-14,2025-12-25,NEDC,Death,Non-Early,Paid,645655.81,628840.05,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260107,20260214.0,20260314,20251225
803,1567,38,9,78,2025-12-16,,2026-03-09,2025-12-15,NEDC,Death,Non-Early,Pending,0.0,853345.64,,1,1,0,0,0,0,0,0,18,<1 Month,1,0,0.0,20251216,,20260309,20251215
804,1074,10,9,29,2025-11-30,2025-12-09,2026-01-25,2025-11-16,Maturity,Maturity,,Paid,358711.72,366442.96,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251130,20251209.0,20260125,20251116
805,1040,11,12,69,2025-11-16,,2025-12-02,2025-10-29,Maturity,Maturity,,Pending,0.0,316873.07,,1,1,0,0,0,0,0,0,115,>1 Month,1,0,0.0,20251116,,20251202,20251029
806,1243,34,11,47,2025-11-28,,2026-02-04,2025-11-24,EDC,Death,Early,Pending,0.0,564251.26,,1,1,0,0,0,0,0,0,51,>1 Month,1,0,0.0,20251128,,20260204,20251124
807,1432,20,8,37,2025-10-02,2025-10-29,2025-10-18,2025-09-16,Maturity,Maturity,,Paid,526093.78,537138.79,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251002,20251029.0,20251018,20250916
808,828,6,3,26,2025-10-20,2025-12-03,2025-12-28,2025-10-10,NEDC,Death,Non-Early,Paid,979625.33,944386.55,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251020,20251203.0,20251228,20251010
809,510,26,12,5,2025-11-02,,2025-12-30,2025-10-27,Maturity,Maturity,,Pending,0.0,136679.82,,1,1,0,0,0,0,0,0,87,>1 Month,1,0,0.0,20251102,,20251230,20251027
810,778,32,4,73,2025-10-26,,2025-11-25,2025-10-16,IPP,Maturity,,Intimation Cancelled,0.0,166965.36,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251026,,20251125,20251016
811,1406,15,2,22,2026-01-03,2026-02-02,2026-02-13,2025-12-17,SB,SB,,Paid,76159.4,77144.51,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260103,20260202.0,20260213,20251217
812,1429,33,10,56,2025-11-12,,2026-02-14,2025-11-09,EDC,Death,Non-Early,Pending,0.0,1016319.47,,1,1,0,0,0,0,0,0,41,>1 Month,1,0,0.0,20251112,,20260214,20251109
813,737,6,7,79,2025-11-20,2025-12-21,2025-12-31,2025-11-20,Maturity,Maturity,,Paid,86686.13,86773.0,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251120,20251221.0,20251231,20251120
814,1484,4,3,63,2026-01-18,2026-01-18,2026-02-10,2025-12-25,IPP,Maturity,,Paid,183028.27,181603.84,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260118,20260118.0,20260210,20251225
815,523,29,6,35,2025-12-05,2026-01-16,2026-01-24,2025-11-16,Maturity,Maturity,,Paid,390464.17,397200.45,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251205,20260116.0,20260124,20251116
816,1867,33,2,31,2025-10-06,2025-10-06,2025-11-14,2025-09-15,SB,SB,,Paid,167008.72,170154.28,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251006,20251006.0,20251114,20250915
817,346,20,8,47,2026-02-26,,2026-05-12,2026-02-20,EDC,Death,Early,Intimation Cancelled,0.0,5344436.84,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260226,,20260512,20260220
818,747,9,9,22,2025-10-30,,2026-01-13,2025-10-18,EDC,Death,Early,Pending,0.0,453741.59,,1,1,0,0,0,0,0,0,73,>1 Month,1,0,0.0,20251030,,20260113,20251018
819,326,10,1,28,2026-01-15,2026-03-03,2026-02-23,2026-01-10,EDC,Death,Non-Early,Paid,544911.15,556283.58,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260115,20260303.0,20260223,20260110
820,1909,38,7,29,2025-12-14,2026-01-05,2026-01-28,2025-12-05,EDC,Death,Non-Early,Paid,477602.5,486516.77,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251214,20260105.0,20260128,20251205
821,893,16,6,58,2025-10-28,2025-12-14,2025-12-22,2025-10-28,EDC,Death,Early,Paid,1382622.02,1331999.47,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251028,20251214.0,20251222,20251028
822,342,2,11,35,2026-03-08,2026-03-26,2026-03-26,2026-02-27,Maturity,Maturity,,Paid,323512.4,330223.92,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260308,20260326.0,20260326,20260227
823,189,17,4,20,2026-01-03,2026-01-14,2026-02-21,2026-01-02,Maturity,Maturity,,Paid,404691.25,416625.46,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260103,20260114.0,20260221,20260102
824,964,18,7,42,2026-03-02,,2026-04-03,2026-02-16,SB,SB,,Pending,0.0,192555.7,,1,1,0,0,0,0,0,0,-7,<1 Month,1,0,0.0,20260302,,20260403,20260216
825,484,28,11,63,2025-12-23,2025-12-23,2026-03-01,2025-12-11,EDC,Death,Early,Paid,322756.59,325182.28,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251223,20251223.0,20260301,20251211
826,208,29,1,46,2025-10-14,,2026-01-05,2025-10-07,EDC,Death,Early,Pending,0.0,1593343.2,,1,1,0,0,0,0,0,0,81,>1 Month,1,0,0.0,20251014,,20260105,20251007
827,1134,11,5,77,2026-02-27,,2026-03-19,2026-02-04,SB,SB,,Pending,0.0,66883.54,,1,1,0,0,0,0,0,0,8,<1 Month,1,0,0.0,20260227,,20260319,20260204
828,313,5,4,76,2025-12-15,2026-02-05,2026-01-20,2025-12-14,Maturity,Maturity,,Paid,253413.02,257215.98,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251215,20260205.0,20260120,20251214
829,18,28,3,60,2026-01-10,2026-04-09,2026-03-29,2026-01-09,EDC,Death,Non-Early,Paid,920962.09,947624.9,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260110,20260409.0,20260329,20260109
830,43,7,4,38,2025-10-08,2025-10-28,2025-12-03,2025-10-05,Maturity,Maturity,,Paid,473095.72,481303.8,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251008,20251028.0,20251203,20251005
831,343,36,7,56,2025-12-24,2026-02-05,2026-02-06,2025-12-17,EDC,Death,Early,Paid,376118.7,377919.2,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251224,20260205.0,20260206,20251217
832,1248,34,10,19,2026-03-25,2026-05-18,2026-04-28,2026-03-22,SB,SB,,Paid,62997.42,62285.72,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260325,20260518.0,20260428,20260322
833,572,8,10,64,2026-03-15,2026-03-20,2026-04-28,2026-03-04,Maturity,Maturity,,Paid,185105.97,186852.44,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260315,20260320.0,20260428,20260304
834,1455,14,9,1,2025-10-29,,2026-02-03,2025-10-16,EDC,Death,Early,Pending,0.0,973348.46,,1,1,0,0,0,0,0,0,52,>1 Month,1,0,0.0,20251029,,20260203,20251016
835,1546,7,8,57,2025-12-19,2026-01-02,2026-02-11,2025-12-13,NEDC,Death,Early,Paid,540366.86,544505.16,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251219,20260102.0,20260211,20251213
836,944,19,12,80,2025-12-24,2026-02-01,2026-01-19,2025-12-22,Maturity,Maturity,,Paid,139741.13,134802.4,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251224,20260201.0,20260119,20251222
837,1545,24,5,47,2026-03-27,2026-04-29,2026-05-09,2026-03-10,Maturity,Maturity,,Paid,384100.02,385371.96,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260327,20260429.0,20260509,20260310
838,828,6,3,26,2025-11-24,2025-12-18,2026-01-11,2025-11-01,SB,SB,,Paid,31078.77,30130.07,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251124,20251218.0,20260111,20251101
839,1326,7,10,53,2025-11-22,2026-01-05,2026-01-04,2025-11-17,SB,SB,,Paid,249998.18,244704.8,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251122,20260105.0,20260104,20251117
840,1241,41,11,32,2026-02-12,,2026-03-20,2026-01-20,Maturity,Maturity,,Pending,0.0,142510.07,,1,1,0,0,0,0,0,0,7,<1 Month,1,0,0.0,20260212,,20260320,20260120
841,830,11,1,45,2026-03-22,2026-04-13,2026-04-07,2026-03-02,SB,SB,,Paid,538399.66,538763.86,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260322,20260413.0,20260407,20260302
